threshold,tn,fp,fn,tp
0.0219,272,379,2,347
0.022000000000000002,273,378,2,347
0.0221,273,378,2,347
0.0222,274,377,2,347
0.0223,274,377,2,347
0.0224,274,377,2,347
0.022500000000000003,275,376,2,347
0.022600000000000002,275,376,2,347
0.0227,276,375,2,347
0.0228,276,375,2,347
0.0229,277,374,2,347
0.023,277,374,2,347
0.023100000000000002,278,373,2,347
0.023200000000000002,278,373,2,347
0.0233,278,373,2,347
0.0234,279,372,2,347
0.0235,279,372,2,347
0.0236,280,371,2,347
0.023700000000000002,280,371,2,347
0.0238,281,370,2,347
0.0239,281,370,2,347
0.024,281,370,3,346
0.0241,282,369,3,346
0.024200000000000003,282,369,3,346
0.024300000000000002,283,368,3,346
0.0244,283,368,3,346
0.0245,283,368,3,346
0.0246,284,367,3,346
0.0247,284,367,3,346
0.024800000000000003,285,366,3,346
0.024900000000000002,285,366,3,346
0.025,285,366,3,346
0.0251,286,365,3,346
0.0252,286,365,3,346
0.0253,287,364,3,346
0.025400000000000002,287,364,3,346
0.025500000000000002,287,364,3,346
0.0256,288,363,3,346
0.0257,288,363,3,346
0.0258,289,362,3,346
0.025900000000000003,289,362,3,346
0.026000000000000002,289,362,3,346
0.0261,290,361,3,346
0.0262,290,361,3,346
0.0263,291,360,3,346
0.0264,291,360,3,346
0.026500000000000003,291,360,3,346
0.026600000000000002,292,359,3,346
0.0267,292,359,3,346
0.0268,292,359,3,346
0.0269,293,358,3,346
0.027,293,358,3,346
0.027100000000000003,294,357,3,346
0.027200000000000002,294,357,3,346
0.0273,294,357,3,346
0.0274,295,356,3,346
0.0275,295,356,3,346
0.027600000000000003,295,356,3,346
0.027700000000000002,296,355,3,346
0.027800000000000002,296,355,3,346
0.0279,296,355,3,346
0.028,297,354,3,346
0.0281,297,354,3,346
0.028200000000000003,297,354,3,346
0.028300000000000002,298,353,3,346
0.0284,298,353,3,346
0.0285,299,352,3,346
0.0286,299,352,3,346
0.0287,299,352,3,346
0.028800000000000003,300,351,3,346
0.028900000000000002,300,351,3,346
0.029,300,351,3,346
0.0291,301,350,3,346
0.0292,301,350,3,346
0.029300000000000003,301,350,3,346
0.029400000000000003,302,349,3,346
0.029500000000000002,302,349,3,346
0.0296,302,349,3,346
0.0297,303,348,3,346
0.0298,303,348,3,346
0.029900000000000003,303,348,3,346
0.030000000000000002,304,347,3,346
0.030100000000000002,304,347,3,346
0.0302,304,347,3,346
0.0303,305,346,3,346
0.0304,305,346,3,346
0.030500000000000003,305,346,3,346
0.030600000000000002,306,345,3,346
0.0307,306,345,3,346
0.0308,306,345,3,346
0.0309,307,344,3,346
0.031,307,344,3,346
0.031100000000000003,307,344,3,346
0.031200000000000002,308,343,3,346
0.0313,308,343,3,346
0.031400000000000004,308,343,3,346
0.0315,309,342,3,346
0.0316,309,342,3,346
0.0317,309,342,3,346
0.0318,309,342,3,346
0.031900000000000005,310,341,3,346
0.032,310,341,3,346
0.032100000000000004,310,341,3,346
0.0322,311,340,3,346
0.0323,311,340,3,346
0.0324,311,340,3,346
0.0325,312,339,3,346
0.032600000000000004,312,339,3,346
0.0327,312,339,3,346
0.0328,313,338,3,346
0.0329,313,338,3,346
0.033,313,338,3,346
0.033100000000000004,314,337,3,346
0.0332,314,337,3,346
0.0333,314,337,3,346
0.0334,314,337,3,346
0.0335,315,336,3,346
0.033600000000000005,315,336,3,346
0.0337,315,336,4,345
0.033800000000000004,316,335,4,345
0.0339,316,335,4,345
0.034,316,335,4,345
0.0341,316,335,4,345
0.0342,317,334,4,345
0.034300000000000004,317,334,4,345
0.0344,317,334,4,345
0.0345,318,333,4,345
0.0346,318,333,4,345
0.0347,318,333,4,345
0.034800000000000005,319,332,4,345
0.0349,319,332,4,345
0.035,319,332,4,345
0.0351,319,332,4,345
0.0352,320,331,4,345
0.035300000000000005,320,331,4,345
0.0354,320,331,4,345
0.035500000000000004,321,330,4,345
0.0356,321,330,4,345
0.0357,321,330,4,345
0.0358,321,330,4,345
0.0359,322,329,4,345
0.036000000000000004,322,329,4,345
0.0361,322,329,4,345
0.0362,322,329,4,345
0.0363,323,328,4,345
0.0364,323,328,4,345
0.036500000000000005,323,328,4,345
0.0366,324,327,4,345
0.0367,324,327,4,345
0.0368,324,327,4,345
0.0369,324,327,4,345
0.037000000000000005,325,326,4,345
0.0371,325,326,4,345
0.037200000000000004,325,326,4,345
0.0373,325,326,4,345
0.0374,326,325,4,345
0.0375,326,325,4,345
0.0376,326,325,4,345
0.037700000000000004,327,324,4,345
0.0378,327,324,4,345
0.0379,327,324,4,345
0.038,327,324,4,345
0.0381,328,323,4,345
0.038200000000000005,328,323,4,345
0.0383,328,323,4,345
0.038400000000000004,328,323,4,345
0.0385,329,322,4,345
0.0386,329,322,4,345
0.038700000000000005,329,322,4,345
0.0388,329,322,4,345
0.038900000000000004,330,321,4,345
0.039,330,321,4,345
0.0391,330,321,4,345
0.0392,330,321,4,345
0.0393,331,320,4,345
0.039400000000000004,331,320,4,345
0.0395,331,320,4,345
0.0396,331,320,4,345
0.0397,332,319,4,345
0.0398,332,319,4,345
0.039900000000000005,332,319,4,345
0.04,332,319,4,345
0.040100000000000004,333,318,4,345
0.0402,333,318,4,345
0.0403,333,318,4,345
0.040400000000000005,333,318,4,345
0.0405,334,317,4,345
0.040600000000000004,334,317,4,345
0.0407,334,317,4,345
0.0408,334,317,4,345
0.0409,335,316,4,345
0.041,335,316,4,345
0.041100000000000005,335,316,4,345
0.0412,335,316,4,345
0.0413,336,315,4,345
0.0414,336,315,4,345
0.0415,336,315,4,345
0.041600000000000005,336,315,4,345
0.0417,337,314,4,345
0.041800000000000004,337,314,4,345
0.0419,337,314,4,345
0.042,337,314,4,345
0.042100000000000005,338,313,4,345
0.0422,338,313,4,345
0.042300000000000004,338,313,4,345
0.0424,338,313,4,345
0.0425,339,312,4,345
0.0426,339,312,4,345
0.0427,339,312,4,345
0.042800000000000005,339,312,4,345
0.0429,339,312,4,345
0.043000000000000003,340,311,4,345
0.0431,340,311,4,345
0.0432,340,311,4,345
0.043300000000000005,340,311,5,344
0.0434,341,310,5,344
0.043500000000000004,341,310,5,344
0.0436,341,310,5,344
0.0437,341,310,5,344
0.0438,342,309,5,344
0.0439,342,309,5,344
0.044000000000000004,342,309,5,344
0.0441,342,309,5,344
0.0442,342,309,5,344
0.0443,343,308,5,344
0.0444,343,308,5,344
0.044500000000000005,343,308,5,344
0.0446,343,308,5,344
0.044700000000000004,344,307,5,344
0.0448,344,307,5,344
0.0449,344,307,5,344
0.045000000000000005,344,307,5,344
0.0451,344,307,5,344
0.045200000000000004,345,306,5,344
0.0453,345,306,5,344
0.0454,345,306,5,344
0.0455,345,306,5,344
0.0456,346,305,5,344
0.045700000000000005,346,305,5,344
0.0458,346,305,5,344
0.0459,346,305,5,344
0.046,346,305,5,344
0.0461,347,304,5,344
0.046200000000000005,347,304,5,344
0.0463,347,304,5,344
0.046400000000000004,347,304,5,344
0.0465,347,304,5,344
0.0466,348,303,5,344
0.046700000000000005,348,303,5,344
0.0468,348,303,5,344
0.046900000000000004,348,303,5,344
0.047,349,302,5,344
0.0471,349,302,5,344
0.0472,349,302,5,344
0.0473,349,302,5,344
0.047400000000000005,349,302,5,344
0.0475,350,301,5,344
0.0476,350,301,5,344
0.0477,350,301,5,344
0.0478,350,301,5,344
0.047900000000000005,350,301,5,344
0.048,351,300,5,344
0.048100000000000004,351,300,5,344
0.0482,351,300,5,344
0.0483,351,300,5,344
0.048400000000000006,351,300,5,344
0.0485,352,299,5,344
0.048600000000000004,352,299,5,344
0.0487,352,299,5,344
0.0488,352,299,5,344
0.0489,353,298,5,344
0.049,353,298,5,344
0.049100000000000005,353,298,5,344
0.0492,353,298,5,344
0.049300000000000004,353,298,5,344
0.0494,354,297,5,344
0.0495,354,297,5,344
0.049600000000000005,354,297,5,344
0.0497,354,297,5,344
0.049800000000000004,354,297,5,344
0.0499,355,296,5,344
0.05,355,296,5,344
0.050100000000000006,355,296,5,344
0.0502,355,296,5,344
0.050300000000000004,355,296,5,344
0.0504,356,295,5,344
0.0505,356,295,5,344
0.0506,356,295,5,344
0.0507,356,295,5,344
0.050800000000000005,356,295,5,344
0.0509,357,294,5,344
0.051000000000000004,357,294,5,344
0.0511,357,294,5,344
0.0512,357,294,5,344
0.051300000000000005,357,294,5,344
0.0514,358,293,5,344
0.051500000000000004,358,293,5,344
0.0516,358,293,5,344
0.0517,358,293,5,344
0.051800000000000006,358,293,5,344
0.0519,358,293,5,344
0.052000000000000005,359,292,5,344
0.0521,359,292,5,344
0.0522,359,292,5,344
0.0523,359,292,5,344
0.0524,359,292,5,344
0.052500000000000005,360,291,5,344
0.0526,360,291,5,344
0.052700000000000004,360,291,5,344
0.0528,360,291,5,344
0.0529,360,291,6,343
0.053000000000000005,361,290,6,343
0.0531,361,290,6,343
0.053200000000000004,361,290,6,343
0.0533,361,290,6,343
0.0534,361,290,6,343
0.053500000000000006,362,289,6,343
0.0536,362,289,6,343
0.053700000000000005,362,289,6,343
0.0538,362,289,6,343
0.0539,362,289,6,343
0.054,362,289,6,343
0.0541,363,288,6,343
0.054200000000000005,363,288,6,343
0.0543,363,288,6,343
0.054400000000000004,363,288,6,343
0.0545,363,288,6,343
0.0546,364,287,6,343
0.054700000000000006,364,287,6,343
0.0548,364,287,6,343
0.054900000000000004,364,287,6,343
0.055,364,287,6,343
0.0551,364,287,6,343
0.055200000000000006,365,286,6,343
0.0553,365,286,6,343
0.055400000000000005,365,286,6,343
0.0555,365,286,6,343
0.055600000000000004,365,286,6,343
0.0557,366,285,6,343
0.0558,366,285,6,343
0.055900000000000005,366,285,6,343
0.056,366,285,6,343
0.056100000000000004,366,285,6,343
0.0562,366,285,6,343
0.0563,367,284,6,343
0.056400000000000006,367,284,6,343
0.0565,367,284,6,343
0.056600000000000004,367,284,6,343
0.0567,367,284,6,343
0.0568,368,283,6,343
0.056900000000000006,368,283,6,343
0.057,368,283,6,343
0.057100000000000005,368,283,6,343
0.0572,368,283,6,343
0.057300000000000004,368,283,6,343
0.0574,369,282,6,343
0.0575,369,282,6,343
0.057600000000000005,369,282,6,343
0.0577,369,282,6,343
0.057800000000000004,369,282,6,343
0.0579,369,282,6,343
0.058,370,281,6,343
0.058100000000000006,370,281,6,343
0.0582,370,281,6,343
0.058300000000000005,370,281,6,343
0.0584,370,281,6,343
0.0585,370,281,6,343
0.058600000000000006,371,280,6,343
0.0587,371,280,6,343
0.058800000000000005,371,280,6,343
0.0589,371,280,6,343
0.059000000000000004,371,280,6,343
0.0591,371,280,6,343
0.0592,372,279,6,343
0.059300000000000005,372,279,6,343
0.0594,372,279,6,343
0.059500000000000004,372,279,6,343
0.0596,372,279,6,343
0.0597,372,279,6,343
0.059800000000000006,373,278,6,343
0.0599,373,278,6,343
0.060000000000000005,373,278,6,343
0.0601,373,278,6,343
0.060200000000000004,373,278,6,343
0.0603,373,278,6,343
0.0604,374,277,6,343
0.060500000000000005,374,277,6,343
0.0606,374,277,6,343
0.060700000000000004,374,277,6,343
0.0608,374,277,6,343
0.0609,374,277,6,343
0.061000000000000006,375,276,6,343
0.0611,375,276,6,343
0.061200000000000004,375,276,6,343
0.0613,375,276,6,343
0.0614,375,276,6,343
0.061500000000000006,375,276,6,343
0.0616,376,275,6,343
0.061700000000000005,376,275,6,343
0.0618,376,275,6,343
0.061900000000000004,376,275,6,343
0.062,376,275,6,343
0.0621,376,275,6,343
0.062200000000000005,377,274,6,343
0.0623,377,274,7,342
0.062400000000000004,377,274,7,342
0.0625,377,274,7,342
0.0626,377,274,7,342
0.0627,377,274,7,342
0.06280000000000001,378,273,7,342
0.0629,378,273,7,342
0.063,378,273,7,342
0.0631,378,273,7,342
0.0632,378,273,7,342
0.06330000000000001,378,273,7,342
0.0634,378,273,7,342
0.0635,379,272,7,342
0.0636,379,272,7,342
0.0637,379,272,7,342
0.06380000000000001,379,272,7,342
0.0639,379,272,7,342
0.064,379,272,7,342
0.0641,380,271,7,342
0.06420000000000001,380,271,7,342
0.06430000000000001,380,271,7,342
0.0644,380,271,7,342
0.0645,380,271,7,342
0.0646,380,271,7,342
0.06470000000000001,381,270,7,342
0.0648,381,270,7,342
0.0649,381,270,7,342
0.065,381,270,7,342
0.0651,381,270,7,342
0.06520000000000001,381,270,7,342
0.0653,381,270,7,342
0.0654,382,269,7,342
0.0655,382,269,7,342
0.0656,382,269,7,342
0.06570000000000001,382,269,7,342
0.0658,382,269,7,342
0.0659,382,269,7,342
0.066,383,268,7,342
0.0661,383,268,7,342
0.06620000000000001,383,268,7,342
0.0663,383,268,7,342
0.0664,383,268,7,342
0.0665,383,268,7,342
0.0666,383,268,7,342
0.06670000000000001,384,267,7,342
0.0668,384,267,7,342
0.0669,384,267,7,342
0.067,384,267,7,342
0.0671,384,267,7,342
0.06720000000000001,384,267,7,342
0.0673,384,267,7,342
0.0674,385,266,7,342
0.0675,385,266,7,342
0.06760000000000001,385,266,7,342
0.06770000000000001,385,266,7,342
0.0678,385,266,7,342
0.0679,385,266,7,342
0.068,386,265,7,342
0.06810000000000001,386,265,7,342
0.0682,386,265,7,342
0.0683,386,265,7,342
0.0684,386,265,7,342
0.0685,386,265,7,342
0.06860000000000001,386,265,7,342
0.0687,387,264,7,342
0.0688,387,264,7,342
0.0689,387,264,7,342
0.069,387,264,7,342
0.06910000000000001,387,264,7,342
0.0692,387,264,7,342
0.0693,387,264,7,342
0.0694,388,263,7,342
0.0695,388,263,7,342
0.06960000000000001,388,263,7,342
0.0697,388,263,7,342
0.0698,388,263,7,342
0.0699,388,263,7,342
0.07,388,263,7,342
0.07010000000000001,389,262,7,342
0.0702,389,262,7,342
0.0703,389,262,7,342
0.0704,389,262,7,342
0.07050000000000001,389,262,7,342
0.07060000000000001,389,262,7,342
0.0707,389,262,7,342
0.0708,390,261,7,342
0.0709,390,261,7,342
0.07100000000000001,390,261,7,342
0.0711,390,261,7,342
0.0712,390,261,7,342
0.0713,390,261,7,342
0.0714,390,261,7,342
0.07150000000000001,391,260,7,342
0.0716,391,260,8,341
0.0717,391,260,8,341
0.0718,391,260,8,341
0.0719,391,260,8,341
0.07200000000000001,391,260,8,341
0.0721,391,260,8,341
0.0722,391,260,8,341
0.0723,392,259,8,341
0.0724,392,259,8,341
0.07250000000000001,392,259,8,341
0.0726,392,259,8,341
0.0727,392,259,8,341
0.0728,392,259,8,341
0.0729,392,259,8,341
0.07300000000000001,393,258,8,341
0.0731,393,258,8,341
0.0732,393,258,8,341
0.0733,393,258,8,341
0.0734,393,258,8,341
0.07350000000000001,393,258,8,341
0.0736,393,258,8,341
0.0737,394,257,8,341
0.0738,394,257,8,341
0.07390000000000001,394,257,8,341
0.07400000000000001,394,257,8,341
0.0741,394,257,8,341
0.0742,394,257,8,341
0.0743,394,257,8,341
0.07440000000000001,394,257,8,341
0.0745,395,256,8,341
0.0746,395,256,8,341
0.0747,395,256,8,341
0.0748,395,256,8,341
0.07490000000000001,395,256,8,341
0.075,395,256,8,341
0.0751,395,256,8,341
0.0752,396,255,8,341
0.0753,396,255,8,341
0.07540000000000001,396,255,8,341
0.0755,396,255,8,341
0.0756,396,255,8,341
0.0757,396,255,8,341
0.0758,396,255,8,341
0.07590000000000001,396,255,8,341
0.076,397,254,8,341
0.0761,397,254,8,341
0.0762,397,254,8,341
0.0763,397,254,8,341
0.07640000000000001,397,254,8,341
0.0765,397,254,8,341
0.0766,397,254,8,341
0.0767,398,253,8,341
0.07680000000000001,398,253,8,341
0.07690000000000001,398,253,8,341
0.077,398,253,8,341
0.0771,398,253,8,341
0.0772,398,253,8,341
0.07730000000000001,398,253,8,341
0.07740000000000001,398,253,8,341
0.0775,399,252,8,341
0.0776,399,252,8,341
0.0777,399,252,8,341
0.07780000000000001,399,252,8,341
0.0779,399,252,8,341
0.078,399,252,8,341
0.0781,399,252,8,341
0.0782,399,252,8,341
0.07830000000000001,400,251,8,341
0.0784,400,251,8,341
0.0785,400,251,8,341
0.0786,400,251,8,341
0.0787,400,251,8,341
0.07880000000000001,400,251,8,341
0.0789,400,251,8,341
0.079,400,251,8,341
0.0791,401,250,8,341
0.0792,401,250,8,341
0.07930000000000001,401,250,8,341
0.0794,401,250,8,341
0.0795,401,250,8,341
0.0796,401,250,8,341
0.07970000000000001,401,250,8,341
0.07980000000000001,402,249,8,341
0.0799,402,249,8,341
0.08,402,249,8,341
0.0801,402,249,8,341
0.08020000000000001,402,249,8,341
0.08030000000000001,402,249,8,341
0.0804,402,249,8,341
0.0805,402,249,8,341
0.0806,402,249,8,341
0.08070000000000001,403,248,8,341
0.08080000000000001,403,248,8,341
0.0809,403,248,9,340
0.081,403,248,9,340
0.0811,403,248,9,340
0.08120000000000001,403,248,9,340
0.0813,403,248,9,340
0.0814,403,248,9,340
0.0815,404,247,9,340
0.0816,404,247,9,340
0.08170000000000001,404,247,9,340
0.0818,404,247,9,340
0.0819,404,247,9,340
0.082,404,247,9,340
0.0821,404,247,9,340
0.08220000000000001,404,247,9,340
0.0823,405,246,9,340
0.0824,405,246,9,340
0.0825,405,246,9,340
0.0826,405,246,9,340
0.08270000000000001,405,246,9,340
0.0828,405,246,9,340
0.0829,405,246,9,340
0.083,405,246,9,340
0.08310000000000001,406,245,9,340
0.08320000000000001,406,245,9,340
0.0833,406,245,9,340
0.0834,406,245,9,340
0.0835,406,245,9,340
0.08360000000000001,406,245,9,340
0.08370000000000001,406,245,9,340
0.0838,406,245,9,340
0.0839,407,244,9,340
0.084,407,244,9,340
0.08410000000000001,407,244,9,340
0.08420000000000001,407,244,9,340
0.0843,407,244,9,340
0.0844,407,244,9,340
0.0845,407,244,9,340
0.08460000000000001,407,244,9,340
0.0847,407,244,9,340
0.0848,408,243,9,340
0.0849,408,243,9,340
0.085,408,243,9,340
0.08510000000000001,408,243,9,340
0.0852,408,243,9,340
0.0853,408,243,9,340
0.0854,408,243,9,340
0.0855,408,243,9,340
0.08560000000000001,409,242,9,340
0.0857,409,242,9,340
0.0858,409,242,9,340
0.0859,409,242,9,340
0.08600000000000001,409,242,9,340
0.08610000000000001,409,242,9,340
0.0862,409,242,9,340
0.0863,409,242,9,340
0.0864,409,242,9,340
0.08650000000000001,410,241,9,340
0.08660000000000001,410,241,9,340
0.0867,410,241,9,340
0.0868,410,241,9,340
0.0869,410,241,9,340
0.08700000000000001,410,241,9,340
0.08710000000000001,410,241,9,340
0.0872,410,241,9,340
0.0873,410,241,9,340
0.0874,411,240,9,340
0.08750000000000001,411,240,9,340
0.0876,411,240,9,340
0.0877,411,240,9,340
0.0878,411,240,9,340
0.0879,411,240,9,340
0.08800000000000001,411,240,9,340
0.0881,411,240,9,340
0.0882,412,239,9,340
0.0883,412,239,9,340
0.0884,412,239,9,340
0.08850000000000001,412,239,9,340
0.0886,412,239,9,340
0.0887,412,239,9,340
0.0888,412,239,9,340
0.0889,412,239,9,340
0.08900000000000001,412,239,9,340
0.0891,413,238,9,340
0.0892,413,238,9,340
0.0893,413,238,9,340
0.08940000000000001,413,238,9,340
0.08950000000000001,413,238,9,340
0.0896,413,238,9,340
0.0897,413,238,9,340
0.0898,413,238,9,340
0.08990000000000001,413,238,9,340
0.09000000000000001,414,237,10,339
0.0901,414,237,10,339
0.0902,414,237,10,339
0.0903,414,237,10,339
0.09040000000000001,414,237,10,339
0.09050000000000001,414,237,10,339
0.0906,414,237,10,339
0.0907,414,237,10,339
0.0908,414,237,10,339
0.09090000000000001,415,236,10,339
0.091,415,236,10,339
0.0911,415,236,10,339
0.0912,415,236,10,339
0.0913,415,236,10,339
0.09140000000000001,415,236,10,339
0.0915,415,236,10,339
0.0916,415,236,10,339
0.0917,415,236,10,339
0.0918,416,235,10,339
0.09190000000000001,416,235,10,339
0.092,416,235,10,339
0.0921,416,235,10,339
0.0922,416,235,10,339
0.09230000000000001,416,235,10,339
0.09240000000000001,416,235,10,339
0.0925,416,235,10,339
0.0926,416,235,10,339
0.0927,416,235,10,339
0.09280000000000001,417,234,10,339
0.09290000000000001,417,234,10,339
0.093,417,234,10,339
0.0931,417,234,10,339
0.0932,417,234,10,339
0.09330000000000001,417,234,10,339
0.09340000000000001,417,234,10,339
0.0935,417,234,10,339
0.0936,417,234,10,339
0.0937,418,233,10,339
0.09380000000000001,418,233,10,339
0.09390000000000001,418,233,10,339
0.094,418,233,10,339
0.0941,418,233,10,339
0.0942,418,233,10,339
0.09430000000000001,418,233,10,339
0.0944,418,233,10,339
0.0945,418,233,10,339
0.0946,419,232,10,339
0.0947,419,232,10,339
0.09480000000000001,419,232,10,339
0.0949,419,232,10,339
0.095,419,232,10,339
0.0951,419,232,10,339
0.0952,419,232,10,339
0.09530000000000001,419,232,10,339
0.0954,419,232,10,339
0.0955,419,232,10,339
0.0956,420,231,10,339
0.09570000000000001,420,231,10,339
0.09580000000000001,420,231,10,339
0.0959,420,231,10,339
0.096,420,231,10,339
0.0961,420,231,10,339
0.09620000000000001,420,231,10,339
0.09630000000000001,420,231,10,339
0.0964,420,231,10,339
0.0965,421,230,10,339
0.0966,421,230,10,339
0.09670000000000001,421,230,10,339
0.09680000000000001,421,230,10,339
0.0969,421,230,10,339
0.097,421,230,10,339
0.0971,421,230,10,339
0.09720000000000001,421,230,10,339
0.09730000000000001,421,230,10,339
0.0974,421,230,10,339
0.0975,422,229,10,339
0.0976,422,229,10,339
0.09770000000000001,422,229,10,339
0.0978,422,229,10,339
0.0979,422,229,10,339
0.098,422,229,10,339
0.0981,422,229,10,339
0.09820000000000001,422,229,10,339
