threshold,tn,fp,fn,tp
0.0196,26,39,0,35
0.0197,26,39,0,35
0.0198,26,39,0,35
0.0199,26,39,0,35
0.02,26,39,0,35
0.0201,26,39,0,35
0.0202,26,39,0,35
0.0203,26,39,0,35
0.0204,26,39,0,35
0.0205,27,38,0,35
0.0206,27,38,0,35
0.0207,27,38,0,35
0.0208,27,38,0,35
0.0209,27,38,0,35
0.021,27,38,0,35
0.0211,27,38,0,35
0.0212,27,38,0,35
0.0213,27,38,0,35
0.0214,27,38,0,35
0.0215,27,38,0,35
0.0216,27,38,0,35
0.0217,27,38,0,35
0.0218,27,38,0,35
0.0219,27,38,0,35
0.022,27,38,0,35
0.0221,27,38,0,35
0.0222,27,38,0,35
0.0223,27,38,0,35
0.0224,27,38,0,35
0.0225,27,38,0,35
0.0226,27,38,0,35
0.0227,28,37,0,35
0.0228,28,37,0,35
0.0229,28,37,0,35
0.023,28,37,0,35
0.0231,28,37,0,35
0.0232,28,37,0,35
0.0233,28,37,0,35
0.0234,28,37,0,35
0.0235,28,37,0,35
0.0236,28,37,0,35
0.0237,28,37,0,35
0.0238,28,37,0,35
0.0239,28,37,0,35
0.024,28,37,0,35
0.0241,28,37,0,35
0.0242,28,37,0,35
0.0243,28,37,0,35
0.0244,28,37,0,35
0.0245,28,37,0,35
0.0246,28,37,0,35
0.0247,28,37,0,35
0.0248,28,37,0,35
0.0249,28,37,0,35
0.025,28,37,0,35
0.0251,29,36,0,35
0.0252,29,36,0,35
0.0253,29,36,0,35
0.0254,29,36,0,35
0.0255,29,36,0,35
0.0256,29,36,0,35
0.0257,29,36,0,35
0.0258,29,36,0,35
0.0259,29,36,0,35
0.026,29,36,0,35
0.0261,29,36,0,35
0.0262,29,36,0,35
0.0263,29,36,0,35
0.0264,29,36,0,35
0.0265,29,36,0,35
0.0266,29,36,0,35
0.0267,29,36,0,35
0.0268,29,36,0,35
0.0269,29,36,0,35
0.027,29,36,0,35
0.0271,29,36,0,35
0.0272,29,36,0,35
0.0273,29,36,0,35
0.0274,29,36,0,35
0.0275,29,36,0,35
0.0276,29,36,0,35
0.0277,30,35,0,35
0.0278,30,35,0,35
0.0279,30,35,0,35
0.028,30,35,0,35
0.0281,30,35,0,35
0.0282,30,35,0,35
0.0283,30,35,0,35
0.0284,30,35,0,35
0.0285,30,35,0,35
0.0286,30,35,0,35
0.0287,30,35,0,35
0.0288,30,35,0,35
0.0289,30,35,0,35
0.029,30,35,0,35
0.0291,30,35,0,35
0.0292,30,35,0,35
0.0293,30,35,0,35
0.0294,30,35,0,35
0.0295,30,35,0,35
0.0296,30,35,0,35
0.0297,30,35,0,35
0.0298,30,35,0,35
0.0299,30,35,0,35
0.03,30,35,0,35
0.0301,30,35,0,35
0.0302,30,35,0,35
0.0303,30,35,0,35
0.0304,30,35,0,35
0.0305,30,35,0,35
0.0306,31,34,0,35
0.0307,31,34,0,35
0.0308,31,34,0,35
0.0309,31,34,0,35
0.031,31,34,0,35
0.0311,31,34,0,35
0.0312,31,34,0,35
0.0313,31,34,0,35
0.0314,31,34,0,35
0.0315,31,34,0,35
0.0316,31,34,0,35
0.0317,31,34,0,35
0.0318,31,34,0,35
0.0319,31,34,0,35
0.032,31,34,0,35
0.0321,31,34,0,35
0.0322,31,34,0,35
0.0323,31,34,0,35
0.0324,31,34,0,35
0.0325,31,34,0,35
0.0326,31,34,0,35
0.0327,31,34,0,35
0.0328,31,34,0,35
0.0329,31,34,0,35
0.033,31,34,0,35
0.0331,31,34,0,35
0.0332,31,34,0,35
0.0333,31,34,0,35
0.0334,31,34,0,35
0.0335,31,34,0,35
0.0336,31,34,0,35
0.0337,32,34,0,34
0.0338,32,34,0,34
0.0339,32,34,0,34
0.034,32,33,0,35
0.0341,32,33,0,35
0.0342,32,33,0,35
0.0343,32,33,0,35
0.0344,32,33,0,35
0.0345,32,33,0,35
0.0346,32,33,0,35
0.0347,32,33,0,35
0.0348,32,33,0,35
0.0349,32,33,0,35
0.035,32,33,0,35
0.0351,32,33,0,35
0.0352,32,33,0,35
0.0353,32,33,0,35
0.0354,32,33,0,35
0.0355,32,33,0,35
0.0356,32,33,0,35
0.0357,32,33,0,35
0.0358,32,33,0,35
0.0359,32,33,0,35
0.036,32,33,0,35
0.0361,32,33,0,35
0.0362,32,33,0,35
0.0363,32,33,0,35
0.0364,32,33,0,35
0.0365,32,33,0,35
0.0366,32,33,0,35
0.0367,32,33,0,35
0.0368,32,33,0,35
0.0369,32,33,0,35
0.037,32,33,0,35
0.0371,33,33,0,34
0.0372,33,33,0,34
0.0373,33,33,0,34
0.0374,33,33,0,34
0.0375,33,33,0,34
0.0376,33,33,0,34
0.0377,33,32,0,35
0.0378,33,32,0,35
0.0379,33,32,0,35
0.038,33,32,0,35
0.0381,33,32,0,35
0.0382,33,32,0,35
0.0383,33,32,0,35
0.0384,33,32,0,35
0.0385,33,32,0,35
0.0386,33,32,0,35
0.0387,33,32,0,35
0.0388,33,32,0,35
0.0389,33,32,0,35
0.039,33,32,0,35
0.0391,33,32,0,35
0.0392,33,32,0,35
0.0393,33,32,0,35
0.0394,33,32,0,35
0.0395,33,32,0,35
0.0396,33,32,0,35
0.0397,33,32,0,35
0.0398,33,32,0,35
0.0399,33,32,0,35
0.04,33,32,0,35
0.0401,33,32,0,35
0.0402,33,32,0,35
0.0403,33,32,0,35
0.0404,33,32,0,35
0.0405,33,32,0,35
0.0406,33,32,0,35
0.0407,33,32,0,35
0.0408,34,32,0,34
0.0409,34,32,0,34
0.041,34,32,0,34
0.0411,34,32,0,34
0.0412,34,32,0,34
0.0413,34,32,0,34
0.0414,34,32,0,34
0.0415,34,32,0,34
0.0416,34,32,0,34
0.0417,34,32,0,34
0.0418,34,31,0,35
0.0419,34,31,0,35
0.042,34,31,0,35
0.0421,34,31,0,35
0.0422,34,31,0,35
0.0423,34,31,0,35
0.0424,34,31,0,35
0.0425,34,31,0,35
0.0426,34,31,0,35
0.0427,34,31,0,35
0.0428,34,31,0,35
0.0429,34,31,0,35
0.043,34,31,0,35
0.0431,34,31,0,35
0.0432,34,31,0,35
0.0433,34,31,1,34
0.0434,34,31,1,34
0.0435,34,31,1,34
0.0436,34,31,1,34
0.0437,34,31,1,34
0.0438,34,31,1,34
0.0439,34,31,1,34
0.044,34,31,1,34
0.0441,34,31,1,34
0.0442,34,31,1,34
0.0443,34,31,1,34
0.0444,34,31,1,34
0.0445,34,31,1,34
0.0446,34,31,1,34
0.0447,34,31,1,34
0.0448,34,31,1,34
0.0449,34,31,1,34
0.045,34,31,1,34
0.0451,35,31,0,34
0.0452,35,31,0,34
0.0453,35,31,0,34
0.0454,35,31,0,34
0.0455,35,31,0,34
0.0456,35,31,0,34
0.0457,35,31,0,34
0.0458,35,31,0,34
0.0459,35,31,0,34
0.046,35,31,0,34
0.0461,35,31,0,34
0.0462,35,30,1,34
0.0463,35,30,1,34
0.0464,35,30,1,34
0.0465,35,30,1,34
0.0466,35,30,1,34
0.0467,35,30,1,34
0.0468,35,30,1,34
0.0469,35,30,1,34
0.047,35,30,1,34
0.0471,35,30,1,34
0.0472,35,30,1,34
0.0473,35,30,1,34
0.0474,35,30,1,34
0.0475,35,30,1,34
0.0476,35,30,1,34
0.0477,35,30,1,34
0.0478,35,30,1,34
0.0479,35,30,1,34
0.048,35,30,1,34
0.0481,35,30,1,34
0.0482,35,30,1,34
0.0483,35,30,1,34
0.0484,35,30,1,34
0.0485,35,30,1,34
0.0486,35,30,1,34
0.0487,35,30,1,34
0.0488,35,30,1,34
0.0489,35,30,1,34
0.049,35,30,1,34
0.0491,35,30,1,34
0.0492,35,30,1,34
0.0493,35,30,1,34
0.0494,35,30,1,34
0.0495,35,30,1,34
0.0496,35,30,1,34
0.0497,35,30,1,34
0.0498,35,30,1,34
0.0499,35,30,1,34
0.05,35,30,1,34
0.0501,36,30,0,34
0.0502,36,30,0,34
0.0503,36,30,0,34
0.0504,36,30,0,34
0.0505,36,30,0,34
0.0506,36,30,0,34
0.0507,36,30,0,34
0.0508,36,29,1,34
0.0509,36,29,1,34
0.051,36,29,1,34
0.0511,36,29,1,34
0.0512,36,29,1,34
0.0513,36,29,1,34
0.0514,36,29,1,34
0.0515,36,29,1,34
0.0516,36,29,1,34
0.0517,36,29,1,34
0.0518,36,29,1,34
0.0519,36,29,1,34
0.052,36,29,1,34
0.0521,36,29,1,34
0.0522,36,29,1,34
0.0523,36,29,1,34
0.0524,36,29,1,34
0.0525,36,29,1,34
0.0526,36,29,1,34
0.0527,36,29,1,34
0.0528,36,29,1,34
0.0529,36,29,1,34
0.053,36,29,1,34
0.0531,36,29,1,34
0.0532,36,29,1,34
0.0533,36,29,1,34
0.0534,36,29,1,34
0.0535,36,29,1,34
0.0536,36,29,1,34
0.0537,36,29,1,34
0.0538,36,29,1,34
0.0539,36,29,1,34
0.054,36,29,1,34
0.0541,36,29,1,34
0.0542,36,29,1,34
0.0543,36,29,1,34
0.0544,36,29,1,34
0.0545,36,29,1,34
0.0546,36,29,1,34
0.0547,36,29,1,34
0.0548,36,29,1,34
0.0549,36,29,1,34
0.055,36,29,1,34
0.0551,36,29,1,34
0.0552,36,29,1,34
0.0553,36,29,1,34
0.0554,36,29,1,34
0.0555,36,29,1,34
0.0556,37,29,0,34
0.0557,37,29,0,34
0.0558,37,28,1,34
0.0559,37,28,1,34
0.056,37,28,1,34
0.0561,37,28,1,34
0.0562,37,28,1,34
0.0563,37,28,1,34
0.0564,37,28,1,34
0.0565,37,28,1,34
0.0566,37,28,1,34
0.0567,37,28,1,34
0.0568,37,28,1,34
0.0569,37,28,1,34
0.057,37,28,1,34
0.0571,37,28,1,34
0.0572,37,28,1,34
0.0573,37,28,1,34
0.0574,37,28,1,34
0.0575,37,28,1,34
0.0576,37,28,1,34
0.0577,37,28,1,34
0.0578,37,28,1,34
0.0579,37,28,1,34
0.058,37,28,1,34
0.0581,37,28,1,34
0.0582,37,28,1,34
0.0583,37,28,1,34
0.0584,37,28,1,34
0.0585,37,28,1,34
0.0586,37,28,1,34
0.0587,37,28,1,34
0.0588,37,28,1,34
0.0589,37,28,1,34
0.059,37,28,1,34
0.0591,37,28,1,34
0.0592,37,28,1,34
0.0593,37,28,1,34
0.0594,37,28,1,34
0.0595,37,28,1,34
0.0596,37,28,1,34
0.0597,37,28,1,34
0.0598,37,28,1,34
0.0599,37,28,1,34
0.06,37,28,1,34
0.0601,37,28,1,34
0.0602,37,28,1,34
0.0603,37,28,1,34
0.0604,37,28,1,34
0.0605,37,28,1,34
0.0606,37,28,1,34
0.0607,37,28,1,34
0.0608,37,28,1,34
0.0609,37,28,1,34
0.061,37,28,1,34
0.0611,37,28,1,34
0.0612,37,28,1,34
0.0613,37,28,1,34
0.0614,37,28,1,34
0.0615,37,28,1,34
0.0616,38,27,1,34
0.0617,38,27,1,34
0.0618,38,27,1,34
0.0619,38,27,1,34
0.062,38,27,1,34
0.0621,38,27,1,34
0.0622,38,27,1,34
0.0623,38,27,1,34
0.0624,38,27,1,34
0.0625,38,27,1,34
0.0626,38,27,1,34
0.0627,38,27,1,34
0.0628,38,27,1,34
0.0629,38,27,1,34
0.063,38,27,1,34
0.0631,38,27,1,34
0.0632,38,27,1,34
0.0633,38,27,1,34
0.0634,38,27,1,34
0.0635,38,27,1,34
0.0636,38,27,1,34
0.0637,38,27,1,34
0.0638,38,27,1,34
0.0639,38,27,1,34
0.064,38,27,1,34
0.0641,38,27,1,34
0.0642,38,27,1,34
0.0643,38,27,1,34
0.0644,38,27,1,34
0.0645,38,27,1,34
0.0646,38,27,1,34
0.0647,38,27,1,34
0.0648,38,27,1,34
0.0649,38,27,1,34
0.065,38,27,1,34
0.0651,38,27,1,34
0.0652,38,27,1,34
0.0653,38,27,1,34
0.0654,38,27,1,34
0.0655,38,27,1,34
0.0656,38,27,1,34
0.0657,38,27,1,34
0.0658,38,27,1,34
0.0659,38,27,1,34
0.066,38,27,1,34
0.0661,38,27,1,34
0.0662,38,27,1,34
0.0663,38,27,1,34
0.0664,38,27,1,34
0.0665,38,27,1,34
0.0666,38,27,1,34
0.0667,38,27,1,34
0.0668,38,27,1,34
0.0669,38,27,1,34
0.067,38,27,1,34
0.0671,38,27,1,34
0.0672,38,27,1,34
0.0673,38,27,1,34
0.0674,38,27,1,34
0.0675,38,27,1,34
0.0676,38,27,1,34
0.0677,38,27,1,34
0.0678,38,27,1,34
0.0679,38,27,1,34
0.068,39,26,1,34
0.0681,39,26,1,34
0.0682,39,26,1,34
0.0683,39,26,1,34
0.0684,39,26,1,34
0.0685,39,26,1,34
0.0686,39,26,1,34
0.0687,39,26,1,34
0.0688,39,26,1,34
0.0689,39,26,1,34
0.069,39,26,1,34
0.0691,39,26,1,34
0.0692,39,26,1,34
0.0693,39,26,1,34
0.0694,39,26,1,34
0.0695,39,26,1,34
0.0696,39,26,1,34
0.0697,39,26,1,34
0.0698,39,26,1,34
0.0699,39,26,1,34
0.07,39,26,1,34
0.0701,39,26,1,34
0.0702,39,26,1,34
0.0703,39,26,1,34
0.0704,39,26,1,34
0.0705,39,26,1,34
0.0706,39,26,1,34
0.0707,39,26,1,34
0.0708,39,26,1,34
0.0709,39,26,1,34
0.071,39,26,1,34
0.0711,39,26,1,34
0.0712,39,26,1,34
0.0713,39,26,1,34
0.0714,39,26,1,34
0.0715,39,26,1,34
0.0716,39,26,1,34
0.0717,39,26,1,34
0.0718,39,26,1,34
0.0719,39,26,1,34
0.072,39,26,1,34
0.0721,39,26,1,34
0.0722,39,26,1,34
0.0723,39,26,1,34
0.0724,39,26,1,34
0.0725,39,26,1,34
0.0726,39,26,1,34
0.0727,39,26,1,34
0.0728,39,26,1,34
0.0729,39,26,1,34
0.073,39,26,1,34
0.0731,39,26,1,34
0.0732,39,26,1,34
0.0733,39,26,1,34
0.0734,39,26,1,34
0.0735,39,26,1,34
0.0736,39,26,1,34
0.0737,39,26,1,34
0.0738,39,26,1,34
0.0739,39,26,1,34
0.074,39,26,1,34
0.0741,39,26,1,34
0.0742,39,26,1,34
0.0743,39,26,1,34
0.0744,39,26,1,34
0.0745,39,26,1,34
0.0746,39,26,1,34
0.0747,39,26,1,34
0.0748,39,26,1,34
0.0749,39,26,1,34
0.075,39,26,1,34
0.0751,39,26,1,34
0.0752,40,25,1,34
0.0753,40,25,1,34
0.0754,40,25,1,34
0.0755,40,25,1,34
0.0756,40,25,1,34
0.0757,40,25,1,34
0.0758,40,25,1,34
0.0759,40,25,1,34
0.076,40,25,1,34
0.0761,40,25,1,34
0.0762,40,25,1,34
0.0763,40,25,1,34
0.0764,40,25,1,34
0.0765,40,25,1,34
0.0766,40,25,1,34
0.0767,40,25,1,34
0.0768,40,25,1,34
0.0769,40,25,1,34
0.077,40,25,1,34
0.0771,40,25,1,34
0.0772,40,25,1,34
0.0773,40,25,1,34
0.0774,40,25,1,34
0.0775,40,25,1,34
0.0776,40,25,1,34
0.0777,40,25,1,34
0.0778,40,25,1,34
0.0779,40,25,1,34
0.078,40,25,1,34
0.0781,40,25,1,34
0.0782,40,25,1,34
0.0783,40,25,1,34
0.0784,40,25,1,34
0.0785,40,25,1,34
0.0786,40,25,1,34
0.0787,40,25,1,34
0.0788,40,25,1,34
0.0789,40,25,1,34
0.079,40,25,1,34
0.0791,40,25,1,34
0.0792,40,25,1,34
0.0793,40,25,1,34
0.0794,40,25,1,34
0.0795,40,25,1,34
0.0796,40,25,1,34
0.0797,40,25,1,34
0.0798,40,25,1,34
0.0799,40,25,1,34
0.08,40,25,1,34
0.0801,40,25,1,34
0.0802,40,25,1,34
0.0803,40,25,1,34
0.0804,40,25,1,34
0.0805,40,25,1,34
0.0806,40,25,1,34
0.0807,40,25,1,34
0.0808,40,25,1,34
0.0809,40,25,1,34
0.081,40,25,1,34
0.0811,40,25,1,34
0.0812,40,25,1,34
0.0813,40,25,1,34
0.0814,40,25,1,34
0.0815,40,25,1,34
0.0816,40,25,1,34
0.0817,40,25,1,34
0.0818,40,25,1,34
0.0819,40,25,1,34
0.082,40,25,1,34
0.0821,40,25,1,34
0.0822,40,25,1,34
0.0823,40,25,1,34
0.0824,40,25,1,34
0.0825,40,25,1,34
0.0826,40,25,1,34
0.0827,40,25,1,34
0.0828,40,25,1,34
0.0829,40,25,1,34
0.083,40,25,1,34
0.0831,41,24,1,34
0.0832,41,24,1,34
0.0833,41,24,1,34
0.0834,41,24,1,34
0.0835,41,24,1,34
0.0836,41,24,1,34
0.0837,41,24,1,34
0.0838,41,24,1,34
0.0839,41,24,1,34
0.084,41,24,1,34
0.0841,41,24,1,34
0.0842,41,24,1,34
0.0843,41,24,1,34
0.0844,41,24,1,34
0.0845,41,24,1,34
0.0846,41,24,1,34
0.0847,41,24,1,34
0.0848,41,24,1,34
0.0849,41,24,1,34
0.085,41,24,1,34
0.0851,41,24,1,34
0.0852,41,24,1,34
0.0853,41,24,1,34
0.0854,41,24,1,34
0.0855,41,24,1,34
0.0856,41,24,1,34
0.0857,41,24,1,34
0.0858,41,24,1,34
0.0859,41,24,1,34
0.086,41,24,1,34
0.0861,41,24,1,34
0.0862,41,24,1,34
0.0863,41,24,1,34
0.0864,41,24,1,34
0.0865,41,24,1,34
0.0866,41,24,1,34
0.0867,41,24,1,34
0.0868,41,24,1,34
0.0869,41,24,1,34
0.087,41,24,1,34
0.0871,41,24,1,34
0.0872,41,24,1,34
0.0873,41,24,1,34
0.0874,41,24,1,34
0.0875,41,24,1,34
0.0876,41,24,1,34
0.0877,41,24,1,34
0.0878,41,24,1,34
0.0879,41,24,1,34
0.088,41,24,1,34
0.0881,41,24,1,34
0.0882,41,24,1,34
0.0883,41,24,1,34
0.0884,41,24,1,34
0.0885,41,24,1,34
0.0886,41,24,1,34
0.0887,41,24,1,34
0.0888,41,24,1,34
0.0889,41,24,1,34
0.089,41,24,1,34
0.0891,41,24,1,34
0.0892,41,24,1,34
0.0893,41,24,1,34
0.0894,41,24,1,34
0.0895,41,24,1,34
0.0896,41,24,1,34
0.0897,41,24,1,34
0.0898,41,24,1,34
0.0899,41,24,1,34
0.09,41,24,1,34
0.0901,41,24,1,34
0.0902,41,24,1,34
0.0903,41,24,1,34
0.0904,41,24,1,34
0.0905,41,24,1,34
0.0906,41,24,1,34
0.0907,41,24,1,34
0.0908,41,24,1,34
0.0909,41,24,1,34
0.091,41,24,1,34
0.0911,41,24,1,34
0.0912,41,24,1,34
0.0913,41,24,1,34
0.0914,41,24,1,34
0.0915,41,24,1,34
0.0916,41,24,1,34
0.0917,41,24,1,34
0.0918,42,23,1,34
0.0919,42,23,1,34
0.092,42,23,1,34
0.0921,42,23,1,34
0.0922,42,23,1,34
0.0923,42,23,1,34
0.0924,42,23,1,34
0.0925,42,23,1,34
0.0926,42,23,1,34
0.0927,42,23,1,34
0.0928,42,23,1,34
0.0929,42,23,1,34
0.093,42,23,1,34
0.0931,42,23,1,34
0.0932,42,23,1,34
0.0933,42,23,1,34
0.0934,42,23,1,34
0.0935,42,23,1,34
0.0936,42,23,1,34
0.0937,42,23,1,34
0.0938,42,23,1,34
0.0939,42,23,1,34
0.094,42,23,1,34
0.0941,42,23,1,34
0.0942,42,23,1,34
0.0943,42,23,1,34
0.0944,42,23,1,34
0.0945,42,23,1,34
0.0946,42,23,1,34
0.0947,42,23,1,34
0.0948,42,23,1,34
0.0949,42,23,1,34
0.095,42,23,1,34
0.0951,42,23,1,34
0.0952,42,23,1,34
0.0953,42,23,1,34
0.0954,42,23,1,34
0.0955,42,23,1,34
0.0956,42,23,1,34
0.0957,42,23,1,34
0.0958,42,23,1,34
0.0959,42,23,1,34
0.096,42,23,1,34
0.0961,42,23,1,34
0.0962,42,23,1,34
0.0963,42,23,1,34
0.0964,42,23,1,34
0.0965,42,23,1,34
0.0966,42,23,1,34
0.0967,42,23,1,34
0.0968,42,23,1,34
0.0969,42,23,1,34
0.097,42,23,1,34
0.0971,42,23,1,34
0.0972,42,23,1,34
0.0973,42,23,1,34
0.0974,42,23,1,34
0.0975,42,23,1,34
0.0976,42,23,1,34
0.0977,42,23,1,34
0.0978,42,23,1,34
0.0979,42,23,1,34
0.098,42,23,1,34
0.0981,42,23,1,34
0.0982,42,23,1,34
0.0983,42,23,1,34
0.0984,42,23,1,34
0.0985,42,23,1,34
0.0986,42,23,1,34
0.0987,42,23,1,34
0.0988,42,23,1,34
0.0989,42,23,1,34
0.099,42,23,1,34
0.0991,42,23,1,34
0.0992,42,23,1,34
0.0993,42,23,1,34
0.0994,42,23,1,34
0.0995,42,23,1,34
0.0996,42,23,1,34
0.0997,42,23,1,34
0.0998,42,23,1,34
0.0999,42,23,1,34
0.1,42,23,1,34
0.1001,42,23,1,34
0.1002,42,23,1,34
0.1003,42,23,1,34
0.1004,42,23,1,34
0.1005,42,23,1,34
0.1006,42,23,1,34
0.1007,42,23,1,34
0.1008,42,23,1,34
0.1009,42,23,1,34
0.101,42,23,1,34
0.1011,42,23,1,34
0.1012,42,23,1,34
0.1013,42,23,1,34
0.1014,42,23,1,34
0.1015,43,22,1,34
0.1016,43,22,1,34
0.1017,43,22,1,34
0.1018,43,22,1,34
0.1019,43,22,1,34
0.102,43,22,1,34
0.1021,43,22,1,34
0.1022,43,22,1,34
0.1023,43,22,1,34
0.1024,43,22,1,34
0.1025,43,22,1,34
0.1026,43,22,1,34
0.1027,43,22,1,34
0.1028,43,22,1,34
0.1029,43,22,1,34
0.103,43,22,1,34
0.1031,43,22,1,34
0.1032,43,22,1,34
0.1033,43,22,1,34
0.1034,43,22,1,34
0.1035,43,22,1,34
0.1036,43,22,1,34
0.1037,43,22,1,34
0.1038,43,22,1,34
0.1039,43,22,1,34
0.104,43,22,1,34
0.1041,43,22,1,34
0.1042,43,22,1,34
0.1043,43,22,1,34
0.1044,43,22,1,34
0.1045,43,22,1,34
0.1046,43,22,1,34
0.1047,43,22,1,34
0.1048,43,22,1,34
0.1049,43,22,1,34
0.105,43,22,1,34
0.1051,43,22,1,34
0.1052,43,22,1,34
0.1053,43,22,1,34
0.1054,43,22,1,34
0.1055,43,22,1,34
0.1056,43,22,1,34
0.1057,43,22,1,34
0.1058,43,22,1,34
0.1059,43,22,1,34
0.106,43,22,1,34
0.1061,43,22,1,34
0.1062,43,22,1,34
0.1063,43,22,1,34
0.1064,43,22,1,34
0.1065,43,22,1,34
0.1066,43,22,1,34
0.1067,43,22,1,34
0.1068,43,22,1,34
0.1069,43,22,1,34
0.107,43,22,1,34
0.1071,43,22,1,34
0.1072,43,22,1,34
0.1073,43,22,1,34
0.1074,43,22,1,34
0.1075,43,22,1,34
0.1076,43,22,1,34
0.1077,43,22,1,34
0.1078,43,22,1,34
0.1079,43,22,1,34
0.108,43,22,1,34
0.1081,43,22,1,34
